sourcecommonname,documentidentifier,themes,v2tone,persons,v2persons,organizations,v2organizations
insidermonkey.com,http://www.insidermonkey.com/blog/this-week-in-tech-apple-amazon-gopro-and-more-481496/,EPU_ECONOMY_HISTORIC;MEDIA_SOCIAL;ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_BUYER;WB_698_TRADE;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_INVESTOR;TAX_FNCACT_ANALYSTS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FISHER;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;WB_829_FISCAL_DECENTRALIZATION;WB_874_LOCAL_FINANCE;WB_877_ASSET_MANAGEMENT;WB_445_FISCAL_POLICY;TAX_FNCACT_ANALYST;TAX_ECON_PRICE;ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATES;EPU_CATS_MONETARY_POLICY;TAX_FNCACT_INSIDER;WB_678_DIGITAL_GOVERNMENT;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;,"1.44508670520231,2.89017341040462,1.44508670520231,4.33526011560694,24.5664739884393,2.74566473988439,635",henry coffey;ken fisher fisher,"Henry Coffey,2807;Ken Fisher Fisher,2532",lendingclub corp;lending club;goldman sachs;nasdaq;mercadolibre inc;samsung;mercadolibre;gopro inc;apple inc;twitter inc,"Lendingclub Corp,764;Lendingclub Corp,2668;Lendingclub Corp,3461;Lending Club,2913;Lending Club,3098;Lending Club,3156;Goldman Sachs,2981;Nasdaq,738;Nasdaq,800;Nasdaq,826;Nasdaq,862;Nasdaq,1645;Nasdaq,1710;Nasdaq,2590;Mercadolibre Inc,793;Samsung,1879;Samsung,2081;Samsung,2141;Mercadolibre,789;Mercadolibre,3586;Gopro Inc,819;Apple Inc,730;Apple Inc,1637;Apple Inc,2582;Twitter Inc,579"
businesstimes.com.sg,http://www.businesstimes.com.sg/technology/apple-to-set-up-rd-centre-in-shenzhen-bolster-china-ties,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.0188679245283,3.77358490566038,0.754716981132076,4.52830188679245,21.1320754716981,1.88679245283019,249",josh rosenstock;terry gou;tim cook,"Josh Rosenstock,936;Terry Gou,1396;Tim Cook,518",apple inc,"Apple Inc,10"
thehindubusinessline.com,http://www.thehindubusinessline.com/info-tech/apple-to-set-up-rd-centre-in-shenzhen-bolster-china-ties/article9210105.ece,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;TAX_RELIGION;TAX_RELIGION_HINDU;TAX_ETHNICITY_HINDU;TAX_ECON_PRICE;,"1.2853470437018,3.34190231362468,2.05655526992288,5.39845758354756,24.9357326478149,1.79948586118252,360",josh rosenstock;terry gou;tim cook,"Josh Rosenstock,1012;Terry Gou,1469;Tim Cook,594",reuters apple inc,"Reuters Apple Inc,86"
reuters.com,http://in.reuters.com/article/us-apple-shenzhen-idINKCN12C0BZ,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.25732899022801,3.90879478827362,0.651465798045603,4.56026058631922,20.1954397394137,1.30293159609121,284",sijia jiang;josh rosenstock;terry gou;august cook;tim cook,"Sijia Jiang,81;Sijia Jiang,1833;Josh Rosenstock,1080;Terry Gou,1561;August Cook,1665;Tim Cook,638",apple inc;reuters,"Apple Inc,121;Reuters,109"
reuters.com,http://www.reuters.com/article/us-apple-shenzhen-idUSKCN12C0BZ,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.25732899022801,3.90879478827362,0.651465798045603,4.56026058631922,20.1954397394137,1.30293159609121,284",sijia jiang;josh rosenstock;terry gou;august cook;tim cook,"Sijia Jiang,81;Sijia Jiang,1833;Josh Rosenstock,1080;Terry Gou,1561;August Cook,1665;Tim Cook,638",apple inc;reuters,"Apple Inc,121;Reuters,109"
channelnewsasia.com,http://www.channelnewsasia.com/news/technology/apple-to-set-up-r-d-centre-in-shenzhen-bolster-china-ties/3199412.html,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"2.9673590504451,3.56083086053412,0.593471810089021,4.15430267062314,21.6617210682493,1.18694362017804,310",sijia jiang;josh rosenstock;terry gou;august cook;tim cook,"Sijia Jiang,2034;Josh Rosenstock,1281;Terry Gou,1762;August Cook,1866;Tim Cook,839",apple inc,"Apple Inc,76;Apple Inc,329"
wsj.com,http://www.wsj.com/articles/its-goodbye-qwerty-hello-emojis-as-apple-redesigns-the-keyboard-1476869408,TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT;TAX_FNCACT_COOK;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;ACT_MAKESTATEMENT;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIAN;EPU_ECONOMY_HISTORIC;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_ETHNICITY_TAIWANESE;TAX_FNCACT_MANUFACTURER;TAX_ECON_PRICE;,"1.66666666666667,2.70833333333333,1.04166666666667,3.75,26.6666666666667,0,430",optimus popularis,"Optimus Popularis,1532",sonder design pty ltd;foxconn technology group;apple inc;tim cook,"Sonder Design Pty Ltd,799;Foxconn Technology Group,858;Apple Inc,42;Apple Inc,390;Tim Cook,1096"
investcorrectly.com,http://investcorrectly.com/20150701/samsung-electronics-co-ltd-tops-list-patents-filers-wearable-devices-followed-qualcomm-apple-inc-nasdaqaapl/,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;GENERAL_HEALTH;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T11_UPDATESSYMPATHY;ECON_STOCKMARKET;EPU_ECONOMY_HISTORIC;WB_1535_DISTANCE_EDUCATION;WB_494_EDUCATION_AND_ICT;WB_470_EDUCATION;WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION;TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_FNCACT_VETERAN;,"1.85185185185185,2.46913580246914,0.617283950617284,3.08641975308642,20.9876543209877,0,427",neha gupta,"Neha Gupta,148;Neha Gupta,2170",google;samsung electronics co ltd;lux research;microsoft corporation;symbiosis centre of distance;nasdaq;qualcomm and apple inc;samsung;google inc;qualcomm;apple inc;qualcomm inc,"Google,1921;Google,2051;Samsung Electronics Co Ltd,26;Samsung Electronics Co Ltd,200;Lux Research,1582;Microsoft Corporation,2878;Symbiosis Centre Of Distance,2277;Nasdaq,122;Nasdaq,381;Nasdaq,408;Nasdaq,859;Nasdaq,1199;Nasdaq,1338;Nasdaq,1932;Nasdaq,2885;Samsung,7;Samsung,181;Samsung,425;Samsung,528;Samsung,783;Samsung,1601;Samsung,1791;Samsung,1832;Google Inc,1925;Qualcomm,102;Qualcomm,367;Qualcomm,845;Qualcomm,1003;Qualcomm,1180;Apple Inc,114;Apple Inc,400;Apple Inc,1191;Apple Inc,1330"
thestar.com.my,http://www.thestar.com.my/business/business-news/2016/10/12/apple-to-set-up-rd-centre-in-shenzhen/,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.20284697508897,3.91459074733096,0.711743772241993,4.62633451957295,21.7081850533808,1.77935943060498,268",josh rosenstock;terry gou;tim cook,"Josh Rosenstock,1016;Terry Gou,1478;Tim Cook,598",apple inc,"Apple Inc,90"
thestar.com.my,http://www.thestar.com.my/tech/tech-news/2016/10/12/apple-to-set-up-rd-centre-in-shenzhen-bolster-china-ties/,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"2.76923076923077,3.69230769230769,0.923076923076923,4.61538461538462,22.1538461538462,1.53846153846154,302",josh rosenstock;terry gou;august cook;tim cook,"Josh Rosenstock,1298;Terry Gou,1755;August Cook,1859;Tim Cook,880",apple inc;reuters,"Apple Inc,383;Reuters,361;Reuters,2018"
investorplace.com,http://investorplace.com/2016/10/apple-stock-rests-on-iphone-7-demand-earnings-even-more-nail-biting/,ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYSTS;ECON_EARNINGSREPORT;TAX_FNCACT_ANALYST;TAX_ECON_PRICE;TAX_FNCACT_GUIDE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;WB_698_TRADE;EDUCATION;CRISISLEX_CRISISLEXREC;,"0,2.03303684879288,2.03303684879288,4.06607369758577,23.8881829733164,0.508259212198221,722",katy huberty;bert dohmen,"Katy Huberty,815;Bert Dohmen,3010",samsung;apple inc;alphabet inc,"Samsung,88;Samsung,1756;Samsung,3419;Apple Inc,9;Alphabet Inc,3752"
yahoo.com,https://www.yahoo.com/news/apple-supplier-laird-warns-sharply-124551931.html,ECON_STOCKMARKET;EPU_ECONOMY_HISTORIC;TAX_ECON_PRICE;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_ANALYST;TAX_FNCACT_OFFICIAL;TAX_FNCACT_BOSS;APPOINTMENT;TAX_FNCACT_CFO;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;,"-1.19331742243437,1.67064439140811,2.86396181384248,4.5346062052506,21.4797136038186,0,383",tony quinlan;amrutha gayathri;saumyadeb chakrabarty;pranav kiran,"Tony Quinlan,2219;Amrutha Gayathri,2320;Saumyadeb Chakrabarty,2344;Pranav Kiran,2270",laird plc;gartner;cobham plc;apple inc;reuters,"Laird Plc,112;Gartner,888;Cobham Plc,2184;Apple Inc,86;Reuters,74"
yahoo.com,https://www.yahoo.com/news/apple-supplier-laird-warns-sharply-124349961.html,ECON_STOCKMARKET;EPU_ECONOMY_HISTORIC;TAX_ECON_PRICE;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_ANALYST;TAX_FNCACT_OFFICIAL;TAX_FNCACT_BOSS;APPOINTMENT;TAX_FNCACT_CFO;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;,"-1.11111111111111,1.77777777777778,2.88888888888889,4.66666666666667,21.1111111111111,0,409",tony quinlan;amrutha gayathri;pranav kiran,"Tony Quinlan,2356;Amrutha Gayathri,2473;Pranav Kiran,2423",laird plc;gartner;cobham plc;apple inc;reuters,"Laird Plc,252;Gartner,188;Gartner,1022;Cobham Plc,2327;Apple Inc,233;Reuters,221"
investorplace.com,http://investorplace.com/2016/10/apple-inc-aapl-stock-far-cloud/,ECON_STOCKMARKET;SOC_TECHNOLOGYSECTOR;TAX_FNCACT;TAX_FNCACT_CHILD;WB_1668_LABOR_STANDARDS;WB_855_LABOR_MARKETS;WB_1859_CHILD_LABOR;WB_697_SOCIAL_PROTECTION_AND_LABOR;CRISISLEX_CRISISLEXREC;MANMADE_DISASTER_IMPLIED;WB_698_TRADE;USPEC_UNCERTAINTY1;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;UNGP_FORESTS_RIVERS_OCEANS;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EPU_ECONOMY_HISTORIC;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_KILLER;SCIENCE;SOC_INNOVATION;WB_2947_OPERATING_SYSTEMS;WB_669_SOFTWARE_INFRASTRUCTURE;TAX_FNCACT_MAN;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_ECON_PRICE;TAX_ETHNICITY;TAX_ETHNICITY_DIME;CRISISLEX_T01_CAUTION_ADVICE;WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN;WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;TAX_FNCACT_CANDIDATE;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;TAX_FNCACT_VETERAN;,"-0.427350427350427,2.35042735042735,2.77777777777778,5.12820512820513,25.2136752136752,0.213675213675214,838",charles sizemore;donald trump;steve jobs;josh enomoto,"Charles Sizemore,4380;Donald Trump,116;Steve Jobs,3765;Josh Enomoto,5193",google;microsoft corporation;ibm;oracle;nasdaq;how far can apple inc;international business machines corp;apple inc;alphabet inc,"Google,2679;Google,3187;Microsoft Corporation,2539;Ibm,2650;Oracle,3882;Nasdaq,78;Nasdaq,1753;Nasdaq,1769;Nasdaq,1805;Nasdaq,2546;How Far Can Apple Inc,21;International Business Machines Corp,2626;Apple Inc,21;Apple Inc,69;Alphabet Inc,1734"
etfdailynews.com,http://etfdailynews.com/2016/10/19/apple-cancels-plans-for-apple-car-will-focus-on-software-instead/,DELAY;USPEC_UNCERTAINTY1;TAX_FNCACT;TAX_FNCACT_LEADERS;TAX_FNCACT_MANAGERS;TAX_FNCACT_EMPLOYEES;WB_137_WATER;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;TAX_FNCACT_EDITOR;TAX_ECON_PRICE;EPU_POLICY_REGULATORY;TAX_FNCACT_REGULATORS;TRAFFIC;EPU_ECONOMY_HISTORIC;WB_698_TRADE;UNGP_FORESTS_RIVERS_OCEANS;,"0.380228136882129,3.04182509505703,2.6615969581749,5.70342205323194,20.0253485424588,0.633713561470215,698",daniel howley,"Daniel Howley,2106",nissan;bloomberg;software instead from irina slav;nasdaq;bmw;volvo;daimler;apple inc;yahoo,"Nissan,2997;Bloomberg,471;Software Instead From Irina Slav,82;Nasdaq,102;Bmw,1244;Volvo,1233;Volvo,1448;Daimler,1255;Apple Inc,94;Yahoo,2072"
appledaily.com.tw,http://www.appledaily.com.tw/appledaily/article/finance/20161017/37418554/%E9%B4%BB%E6%B5%B7%E5%A4%8F%E6%99%AEOLED%E5%BB%A0%E5%82%B3%E6%A3%84%E6%97%A5%E6%8A%95%E4%B8%AD,WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_1777_FORESTS;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_INSIDER;INFO_RUMOR;,"1.49812734082397,2.24719101123596,0.749063670411985,2.99625468164794,33.3333333333333,0,258",,,bloomberg;japan sharp corporation;samsung;korea samsung electronics;lg corp japan;apple inc,"Bloomberg,1035;Japan Sharp Corporation,153;Samsung,1213;Samsung,1348;Samsung,1424;Samsung,1447;Samsung,1551;Korea Samsung Electronics,1225;Lg Corp Japan,1275;Apple Inc,979"
deperu.com,http://www.deperu.com/noticias/apple-y-samsung-protagonizaron-nuevo-duelo-ante-la-suprema-corte-estadounidense-74005.html,TAX_ETHNICITY;TAX_ETHNICITY_AMERICANS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;UNGP_CRIME_VIOLENCE;ARMEDCONFLICT;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;SCIENCE;SOC_INNOVATION;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP;WB_1917_INTELLECTUAL_PROPERTY;WB_377_FIRM_INNOVATION_PRODUCTIVITY_AND_GROWTH;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;EPU_ECONOMY_HISTORIC;MEDIA_SOCIAL;EDUCATION;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;TRIAL;TAX_FNCACT_LAWYERS;PROPERTY_RIGHTS;WB_1907_PERSONAL_PROPERTY_RIGHTS;TAX_FNCACT_SPECIALIST;TAX_FNCACT_LAWYER;CRISISLEX_CRISISLEXREC;TAX_FNCACT_JUDGES;,"1.03092783505155,4.81099656357388,3.78006872852234,8.59106529209622,19.4158075601375,0.171821305841924,543",seth waxman;matthew siegal;kathleen sullivan,"Seth Waxman,2909;Matthew Siegal,2406;Kathleen Sullivan,2794",google;samsung;supreme court;supreme court americans apple;facebook;supreme court americans;united states,"Google,2120;Samsung,16;Samsung,88;Samsung,158;Samsung,752;Samsung,1152;Samsung,1404;Samsung,1885;Samsung,2046;Samsung,2601;Samsung,2817;Samsung,2939;Supreme Court,60;Supreme Court,132;Supreme Court,204;Supreme Court,869;Supreme Court,951;Supreme Court,2036;Supreme Court Americans Apple,148;Facebook,2131;Supreme Court Americans,70;Supreme Court Americans,142;United States,236"
nasdaq.com,http://www.nasdaq.com/article/how-far-can-apple-inc-aapl-stock-really-go-with-the-cloud-cm695594,ECON_STOCKMARKET;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SOC_TECHNOLOGYSECTOR;TAX_FNCACT;TAX_FNCACT_CHILD;WB_1668_LABOR_STANDARDS;WB_855_LABOR_MARKETS;WB_1859_CHILD_LABOR;WB_697_SOCIAL_PROTECTION_AND_LABOR;CRISISLEX_CRISISLEXREC;MANMADE_DISASTER_IMPLIED;WB_698_TRADE;USPEC_UNCERTAINTY1;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;UNGP_FORESTS_RIVERS_OCEANS;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;EPU_ECONOMY_HISTORIC;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_KILLER;SCIENCE;SOC_INNOVATION;WB_2947_OPERATING_SYSTEMS;WB_669_SOFTWARE_INFRASTRUCTURE;TAX_FNCACT_MAN;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_ECON_PRICE;TAX_ETHNICITY;TAX_ETHNICITY_DIME;CRISISLEX_T01_CAUTION_ADVICE;WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN;WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;TAX_FNCACT_CANDIDATE;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;TAX_FNCACT_VETERAN;,"-0.421052631578947,2.31578947368421,2.73684210526316,5.05263157894737,25.4736842105263,0.210526315789474,862",charles sizemore;donald trump;steve jobs;josh enomoto,"Charles Sizemore,4346;Donald Trump,180;Steve Jobs,3733;Josh Enomoto,76;Josh Enomoto,5161",google;microsoft corporation;ibm;oracle;nasdaq;how far can apple inc;international business machines corp;apple inc;alphabet inc,"Google,2711;Google,3155;Microsoft Corporation,2571;Ibm,2682;Oracle,3850;Nasdaq,142;Nasdaq,1801;Nasdaq,1817;Nasdaq,1853;Nasdaq,2578;How Far Can Apple Inc,22;How Far Can Apple Inc,5257;International Business Machines Corp,2658;Apple Inc,22;Apple Inc,133;Apple Inc,5257;Alphabet Inc,1782"
appledaily.com.tw,http://www.appledaily.com.tw/realtimenews/article/new/20161016/968102/,TAX_FNCACT;TAX_FNCACT_WOMAN;TAX_DISEASE;TAX_DISEASE_INFLAMMATION;TAX_DISEASE_SKIN_INFLAMMATION;CONSTITUTIONAL;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_DOCTOR;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;CRISISLEX_CRISISLEXREC;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;TAX_DISEASE_HYPERTROPHY;TAX_FNCACT_APPRENTICE;TAX_DISEASE_SEPTICEMIA;SCIENCE;TAX_DISEASE_BACTERIA;TAX_DISEASE_DIARRHEA;MANMADE_DISASTER_IMPLIED;ENV_MINING;TAX_FNCACT_PHYSICIAN;WB_137_WATER;NATURAL_DISASTER;NATURAL_DISASTER_FLOOD;TAX_DISEASE_ANAPHYLAXIS;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SECURITY_OFFICER;TAX_DISEASE_DISEASE;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;UNGP_HEALTHCARE;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;TRIAL;TAX_FNCACT_LAWYER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;LEGISLATION;EPU_POLICY_LAW;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;,"-4.2674253200569,1.99146514935989,6.25889046941678,8.25035561877667,27.7382645803698,0.142247510668563,690",liao fang xuan;zhi yu,"Liao Fang Xuan,3629;Zhi Yu,3391",center taipei apple,
